Episode;Total Reward;Epsilon;Elapsed time [s]
344;-103.668;0.178;24.48
345;57.309;0.177;2.1
346;-12.441;0.177;24.77
347;-39.22;0.176;6.01
348;-49.277;0.175;24.14
349;146.69;0.174;24.58
350;-70.171;0.173;25.1
351;-178.615;0.172;1.89
352;-133.431;0.171;1.39
353;-142.359;0.17;2.5
354;281.278;0.17;7.15
355;-33.124;0.169;22.26
356;129.965;0.168;23.03
357;-94.426;0.167;23.15
358;185.022;0.166;8.38
359;127.458;0.165;23.32
360;9.259;0.165;24.18
361;98.903;0.164;23.32
362;231.113;0.163;20.96
363;-133.19;0.162;17.13
364;-49.59;0.161;24.0
365;15.95;0.16;24.48
366;220.54;0.16;22.19
367;-164.182;0.159;11.57
368;-15.266;0.158;2.82
369;-11.352;0.157;1.57
370;-90.662;0.157;24.3
371;-57.225;0.156;23.34
372;273.241;0.155;6.15
373;29.831;0.154;21.28
374;-19.391;0.153;22.05
375;-35.565;0.153;22.16
376;214.619;0.152;13.45
377;-47.234;0.151;21.55
378;-323.629;0.15;3.7
379;52.194;0.15;2.21
380;-21.355;0.149;21.95
381;-48.16;0.148;23.32
382;-18.555;0.147;2.24
383;249.53;0.147;12.09
384;26.399;0.146;2.06
385;-19.138;0.145;2.63
386;-19.993;0.144;23.3
387;-48.997;0.144;22.05
388;-42.245;0.143;22.15
389;173.44;0.142;16.27
390;-48.676;0.142;21.21
391;-21.172;0.141;21.97
392;262.489;0.14;7.55
393;-28.816;0.139;1.32
394;-21.964;0.139;20.51
395;144.672;0.138;22.79
396;-6.867;0.137;5.19
397;55.628;0.137;1.67
398;-45.488;0.136;25.88
399;-21.787;0.135;20.35
400;-44.011;0.135;19.14
401;-51.687;0.134;20.22
402;-165.363;0.133;3.54
403;228.343;0.133;14.34
404;-50.684;0.132;18.94
405;257.212;0.131;3.7
406;52.773;0.131;2.22
407;-51.544;0.13;18.62
408;-27.472;0.129;5.71
409;-55.681;0.129;4.64
410;200.681;0.128;9.18
411;-38.543;0.127;1.68
412;31.493;0.127;1.3
413;253.805;0.126;10.73
414;-26.36;0.126;19.13
415;-44.202;0.125;18.77
416;-230.467;0.124;3.69
417;-26.014;0.124;19.12
418;-21.227;0.123;7.54
419;252.255;0.122;5.7
420;6.791;0.122;1.35
421;-23.142;0.121;19.32
422;30.406;0.121;1.48
423;-19.261;0.12;2.38
424;219.057;0.119;8.26
425;219.047;0.119;11.85
426;177.546;0.118;12.67
427;235.739;0.118;5.88
428;199.366;0.117;14.27
429;-84.095;0.116;21.62
430;18.201;0.116;1.53
431;28.434;0.115;2.62
432;78.158;0.115;1.9
433;-107.026;0.114;12.18
434;271.3;0.114;7.8
435;240.865;0.113;5.19
436;-12.103;0.112;2.49
437;-40.539;0.112;21.7
438;-46.08;0.111;24.24
439;242.304;0.111;17.31
440;-29.329;0.11;25.95
441;-46.663;0.11;25.35
442;-106.122;0.109;5.84
443;25.902;0.109;22.9
444;242.572;0.108;14.84
445;175.38;0.107;16.32
446;224.903;0.107;12.86
447;243.613;0.106;14.33
448;-19.494;0.106;26.25
449;292.507;0.105;9.94
450;231.653;0.105;8.58
451;-217.904;0.104;3.64
452;270.637;0.104;5.53
453;18.458;0.103;30.18
454;33.927;0.103;2.89
455;268.471;0.102;7.12
456;199.922;0.102;6.53
457;290.578;0.101;7.56
458;281.364;0.101;4.05
459;242.665;0.1;6.35
460;-26.496;0.1;26.45
461;285.826;0.099;11.19
462;-149.871;0.099;11.16
463;258.131;0.098;6.35
464;-27.49;0.098;27.9
465;276.577;0.097;7.86
466;-84.761;0.097;26.62
467;6.602;0.096;2.55
468;-30.887;0.096;24.29
469;250.45;0.095;11.19
470;-76.63;0.095;22.0
471;284.277;0.094;5.26
472;259.572;0.094;6.54
473;-28.951;0.093;23.29
474;260.749;0.093;4.41
475;281.141;0.092;6.64
476;257.904;0.092;5.99
477;230.586;0.092;11.28
478;267.915;0.091;9.22
479;20.026;0.091;2.9
480;-89.197;0.09;27.14
481;184.509;0.09;16.84
482;-34.252;0.089;2.54
483;-91.334;0.089;26.88
484;232.614;0.088;11.21
485;251.542;0.088;11.38
486;277.695;0.088;12.21
487;-56.957;0.087;29.84
488;187.072;0.087;20.0
489;-43.696;0.086;27.59
490;17.522;0.086;3.52
491;169.096;0.085;13.89
492;247.299;0.085;11.1
493;247.041;0.084;11.3
494;279.417;0.084;10.58
495;-0.357;0.084;2.74
496;252.9;0.083;7.41
497;285.723;0.083;11.47
498;280.592;0.082;6.53
499;224.299;0.082;8.98
500;39.105;0.082;3.0
501;-70.282;0.081;32.86
502;-91.613;0.081;33.25
503;-49.187;0.08;33.66
504;-49.226;0.08;32.23
505;246.489;0.08;8.0
506;274.003;0.079;10.36
507;276.257;0.079;11.27
508;212.124;0.078;12.78
509;268.193;0.078;6.69
510;21.759;0.078;3.05
511;223.029;0.077;4.88
512;-47.638;0.077;32.25
513;283.057;0.076;8.86
514;296.336;0.076;6.36
515;237.842;0.076;5.21
516;219.359;0.075;10.31
517;268.323;0.075;6.03
518;-67.364;0.075;28.92
519;271.756;0.074;8.13
520;296.808;0.074;9.27
521;-192.272;0.073;32.24
522;-47.981;0.073;30.15
523;-332.132;0.073;20.35
524;249.901;0.072;8.44
525;257.786;0.072;5.16
526;-16.007;0.072;28.21
527;268.154;0.071;7.43
528;225.536;0.071;6.64
529;246.25;0.071;9.15
530;230.382;0.07;8.03
531;-64.239;0.07;11.84
532;-163.546;0.069;2.54
533;199.713;0.069;16.13
534;296.182;0.069;5.58
535;-75.387;0.068;27.29
536;269.045;0.068;5.31
537;282.393;0.068;7.24
538;19.797;0.067;2.51
539;228.565;0.067;7.14
540;175.469;0.067;24.74
541;-123.579;0.066;31.08
542;200.596;0.066;19.8
543;-63.826;0.066;32.64
544;248.333;0.065;12.15
545;-178.097;0.065;27.86
546;316.174;0.065;10.67
547;246.262;0.064;7.1
548;-166.117;0.064;22.15
549;-161.915;0.064;22.27
550;181.585;0.063;11.86
551;257.797;0.063;7.72
552;253.195;0.063;16.78
553;272.532;0.063;8.54
554;270.077;0.062;12.33
555;-80.344;0.062;28.81
556;232.632;0.062;7.1
557;159.698;0.061;14.61
558;-221.449;0.061;3.05
559;278.866;0.061;4.1
560;179.481;0.06;18.28
561;-87.341;0.06;26.47
562;195.398;0.06;8.72
563;248.501;0.059;5.58
564;199.071;0.059;19.72
565;306.785;0.059;7.74
566;-88.242;0.059;30.96
567;-96.868;0.058;14.84
568;19.231;0.058;6.57
569;-190.675;0.058;31.49
570;219.576;0.057;9.17
571;-2.451;0.057;3.05
572;258.556;0.057;5.57
573;287.357;0.057;5.88
574;251.89;0.056;7.96
575;204.714;0.056;7.38
576;296.79;0.056;9.75
577;217.947;0.055;17.25
578;262.717;0.055;5.5
579;172.231;0.055;18.11
580;-134.454;0.055;16.01
581;258.07;0.054;9.55
582;225.307;0.054;9.97
583;226.044;0.054;7.33
584;-44.726;0.054;27.76
585;242.545;0.053;5.3
586;229.092;0.053;6.01
587;267.953;0.053;5.2
588;218.776;0.052;10.63
589;230.077;0.052;8.13
590;283.953;0.052;6.02
591;216.832;0.052;22.92
592;205.184;0.051;6.37
593;181.444;0.051;7.34
594;267.763;0.051;7.96
595;15.192;0.051;1.76
596;200.998;0.05;18.25
597;281.079;0.05;6.56
598;212.57;0.05;8.66
599;257.319;0.05;6.04
600;211.23;0.049;13.68
601;-98.086;0.049;22.65
602;-89.891;0.049;24.19
603;283.879;0.049;7.92
604;-93.983;0.048;24.97
605;257.74;0.048;8.22
606;250.254;0.048;5.71
607;-35.698;0.048;22.67
608;230.478;0.047;6.04
609;232.121;0.047;6.2
610;216.599;0.047;7.6
611;202.844;0.047;12.13
612;-21.429;0.047;2.03
613;275.367;0.046;5.3
614;204.857;0.046;10.7
615;287.368;0.046;4.9
616;271.542;0.046;5.11
617;251.656;0.045;4.92
618;294.646;0.045;5.96
619;208.044;0.045;5.44
620;232.241;0.045;9.05
621;233.727;0.044;15.27
622;299.106;0.044;3.68
623;260.543;0.044;8.75
624;245.107;0.044;5.01
625;225.186;0.044;6.68
626;241.543;0.043;5.33
627;237.676;0.043;7.7
628;162.932;0.043;16.6
629;250.408;0.043;8.09
630;292.211;0.043;8.56
631;213.183;0.042;7.55
632;256.271;0.042;5.75
633;118.996;0.042;22.28
634;232.251;0.042;7.9
635;240.796;0.041;7.5
636;266.194;0.041;6.48
637;11.517;0.041;7.88
638;233.059;0.041;5.73
639;252.203;0.041;5.91
640;276.224;0.04;10.22
641;81.327;0.04;24.82
642;223.658;0.04;6.48
643;237.489;0.04;6.58
644;235.322;0.04;4.96
645;265.882;0.039;4.69
646;190.754;0.039;17.35
647;223.193;0.039;7.17
648;216.843;0.039;7.21
649;279.799;0.039;5.27
650;216.423;0.038;9.1
651;258.643;0.038;6.74
652;270.859;0.038;9.11
653;250.682;0.038;7.23
654;188.848;0.038;16.35
655;-207.869;0.038;11.28
656;275.837;0.037;5.56
657;190.435;0.037;6.93
658;264.688;0.037;5.67
659;139.265;0.037;26.96
660;240.544;0.037;14.54
661;226.724;0.036;10.14
662;254.159;0.036;5.03
663;242.471;0.036;7.41
664;232.461;0.036;8.07
665;232.988;0.036;6.48
666;288.311;0.035;6.27
667;163.594;0.035;24.03
668;178.263;0.035;19.04
669;198.607;0.035;14.91
670;261.804;0.035;6.06
671;260.331;0.035;14.21
672;225.356;0.034;6.37
673;-128.298;0.034;22.19
674;-16.217;0.034;25.33
675;226.341;0.034;7.43
676;247.463;0.034;4.99
677;10.337;0.034;6.51
678;234.228;0.033;5.19
679;177.622;0.033;25.59
680;275.825;0.033;5.94
681;-14.319;0.033;11.45
682;181.47;0.033;16.71
683;130.643;0.033;25.81
684;269.178;0.032;8.01
685;282.208;0.032;4.42
686;20.065;0.032;6.32
687;4.367;0.032;5.27
688;180.627;0.032;20.19
689;162.417;0.032;15.4
690;175.684;0.031;9.74
691;192.91;0.031;5.03
692;-74.458;0.031;23.92
693;188.834;0.031;6.21
694;132.997;0.031;22.01
695;-41.163;0.031;25.29
696;187.118;0.031;7.31
697;235.121;0.03;20.25
698;243.791;0.03;4.8
699;255.812;0.03;7.07
700;171.092;0.03;16.64
701;244.776;0.03;14.1
702;258.148;0.03;6.26
703;-42.319;0.029;24.45
704;198.339;0.029;18.82
705;206.169;0.029;5.98
706;133.427;0.029;24.21
707;-92.398;0.029;25.3
708;248.553;0.029;6.1
709;227.075;0.029;10.58
710;246.406;0.028;10.64
711;224.94;0.028;6.81
712;11.632;0.028;4.84
713;31.0;0.028;4.17
714;273.858;0.028;9.5
715;251.407;0.028;5.32
716;152.901;0.028;21.17
717;156.841;0.027;18.72
718;250.958;0.027;5.05
719;265.646;0.027;9.52
720;238.614;0.027;8.06
721;244.259;0.027;14.11
722;256.827;0.027;4.88
723;286.919;0.027;5.66
724;-19.212;0.027;22.67
725;190.388;0.026;15.69
726;267.455;0.026;16.41
727;200.314;0.026;10.69
728;-25.242;0.026;34.14
729;203.507;0.026;11.22
730;261.124;0.026;6.03
731;172.471;0.026;8.58
732;312.0;0.025;6.61
733;2.377;0.025;30.14
734;197.791;0.025;13.68
735;279.163;0.025;6.85
736;226.733;0.025;7.57
737;249.187;0.025;14.12
738;181.799;0.025;13.01
739;199.342;0.025;10.89
740;225.59;0.024;15.0
741;212.454;0.024;5.59
742;232.426;0.024;5.71
743;224.338;0.024;7.46
744;149.358;0.024;20.99
745;234.873;0.024;8.22
746;221.726;0.024;11.63
747;-21.873;0.024;10.93
748;236.87;0.024;12.39
749;246.463;0.023;13.18
750;192.282;0.023;9.26
751;211.256;0.023;16.46
752;233.357;0.023;15.14
753;245.31;0.023;15.26
754;128.992;0.023;20.87
755;242.104;0.023;6.69
756;167.035;0.023;23.28
757;208.003;0.022;10.01
758;271.343;0.022;6.08
759;227.309;0.022;7.15
760;165.896;0.022;17.59
761;209.052;0.022;13.63
762;254.765;0.022;9.8
763;242.704;0.022;13.5
764;215.127;0.022;10.07
765;252.817;0.022;8.02
766;274.603;0.022;6.48
767;187.484;0.021;20.5
768;251.565;0.021;7.91
769;229.119;0.021;6.02
770;188.292;0.021;18.07
771;288.225;0.021;9.56
772;141.289;0.021;18.7
773;222.924;0.021;6.45
774;216.92;0.021;18.35
775;239.492;0.021;7.56
776;245.933;0.02;13.95
777;175.699;0.02;28.34
778;187.134;0.02;16.24
779;-48.003;0.02;14.62
780;255.444;0.02;13.57
781;253.97;0.02;7.19
782;259.912;0.02;9.6
783;160.732;0.02;19.54
784;240.585;0.02;11.55
785;211.776;0.02;16.84
786;255.233;0.019;5.7
787;9.122;0.019;4.68
788;162.308;0.019;19.6
789;3.543;0.019;5.99
790;203.285;0.019;15.61
791;207.244;0.019;13.42
792;210.305;0.019;8.81
793;219.762;0.019;7.34
794;225.902;0.019;5.42
795;218.774;0.019;14.58
796;240.297;0.019;5.23
797;179.556;0.018;17.78
798;242.415;0.018;6.35
799;266.447;0.018;7.17
800;261.479;0.018;6.85
801;52.761;0.018;3.72
802;234.132;0.018;11.72
803;187.291;0.018;6.97
804;264.332;0.018;16.52
805;262.018;0.018;17.41
806;183.765;0.018;7.74
807;280.999;0.018;9.04
808;183.676;0.017;7.32
809;275.241;0.017;7.14
810;216.747;0.017;19.65
811;9.169;0.017;5.04
812;16.853;0.017;4.03
813;257.283;0.017;6.67
814;-20.621;0.017;28.16
815;267.823;0.017;5.03
816;237.959;0.017;7.65
817;236.743;0.017;6.48
818;252.557;0.017;6.31
819;287.309;0.016;5.22
820;261.119;0.016;7.01
821;249.72;0.016;4.38
822;275.8;0.016;4.22
823;256.295;0.016;4.41
824;194.374;0.016;7.11
825;281.558;0.016;5.09
826;247.463;0.016;4.89
827;244.426;0.016;7.68
828;301.391;0.016;4.38
829;235.618;0.016;9.97
830;264.663;0.016;5.24
831;235.708;0.016;4.93
832;275.292;0.015;4.43
833;21.747;0.015;2.16
834;48.87;0.015;2.47
835;24.624;0.015;3.75
836;255.947;0.015;4.9
837;265.681;0.015;4.02
838;220.869;0.015;5.35
839;246.175;0.015;7.26
840;256.602;0.015;4.93
841;288.818;0.015;5.11
842;257.614;0.015;6.21
843;267.266;0.015;7.38
844;226.959;0.015;4.77
845;-28.721;0.014;3.43
846;181.745;0.014;13.89
847;215.752;0.014;5.3
848;16.064;0.014;2.83
849;278.528;0.014;4.17
850;-2.779;0.014;3.03
851;-28.018;0.014;3.47
852;260.745;0.014;5.38
853;281.609;0.014;6.06
854;260.54;0.014;6.33
855;-33.706;0.014;2.44
856;192.426;0.014;8.59
857;289.195;0.014;4.22
858;-121.586;0.014;1.39
859;299.451;0.013;5.35
860;239.113;0.013;8.48
861;260.803;0.013;4.77
862;271.292;0.013;3.29
863;254.901;0.013;4.1
864;5.85;0.013;2.1
865;-9.494;0.013;2.03
866;237.561;0.013;4.3
867;271.449;0.013;5.8
868;255.5;0.013;5.06
869;49.734;0.013;3.18
870;-17.415;0.013;2.28
871;-1.79;0.013;2.62
872;28.162;0.013;3.28
873;-2.498;0.013;2.85
874;270.486;0.013;3.72
875;260.381;0.012;5.14
876;272.18;0.012;3.53
877;282.608;0.012;4.15
878;255.747;0.012;4.6
879;267.327;0.012;4.45
880;256.404;0.012;5.89
881;267.427;0.012;4.48
882;251.584;0.012;5.95
883;30.291;0.012;3.02
884;268.827;0.012;10.5
885;-65.913;0.012;2.89
886;277.049;0.012;4.64
887;259.052;0.012;4.57
888;27.451;0.012;2.64
889;252.387;0.012;10.46
890;212.916;0.012;10.68
891;276.614;0.011;6.4
892;-20.982;0.011;3.14
893;267.689;0.011;6.64
894;246.084;0.011;6.38
895;264.924;0.011;4.74
896;253.661;0.011;4.76
897;262.174;0.011;4.1
898;248.129;0.011;4.28
899;282.239;0.011;5.7
900;-27.436;0.011;2.37
901;264.177;0.011;5.37
902;268.252;0.011;4.42
903;291.221;0.011;5.47
904;246.312;0.011;14.01
905;268.971;0.011;4.27
906;274.474;0.011;4.86
907;281.818;0.011;4.98
908;244.119;0.011;4.9
909;259.605;0.01;4.54
910;298.297;0.01;4.9
911;299.794;0.01;4.81
912;265.413;0.01;6.2
913;252.215;0.01;6.53
914;248.199;0.01;6.91
915;266.445;0.01;6.17
916;294.419;0.01;5.66
917;266.242;0.01;8.03
918;286.541;0.01;12.25
919;272.622;0.01;6.86
920;249.274;0.01;6.56
921;-144.124;0.01;12.03
922;243.113;0.01;9.47
923;298.3;0.01;6.18
924;220.806;0.01;5.81
925;300.552;0.01;11.36
926;201.894;0.01;8.18
927;278.934;0.01;17.74
928;269.129;0.01;5.58
929;295.481;0.01;7.01
930;281.004;0.01;5.77
931;301.108;0.01;6.53
932;300.419;0.01;5.95
933;-184.884;0.01;5.82
934;247.719;0.01;6.13
935;260.063;0.01;5.14
936;253.21;0.01;5.35
937;309.632;0.01;5.47
938;302.055;0.01;5.18
939;258.112;0.01;22.76
940;251.677;0.01;6.03
941;264.435;0.01;7.14
942;162.44;0.01;11.42
943;225.743;0.01;18.84
944;-162.276;0.01;2.82
945;-179.455;0.01;4.6
946;247.649;0.01;4.18
947;284.454;0.01;4.14
948;68.475;0.01;3.53
949;266.865;0.01;5.21
950;16.858;0.01;2.3
951;243.026;0.01;6.27
952;266.07;0.01;6.1
953;280.453;0.01;5.84
954;270.96;0.01;5.11
955;260.981;0.01;3.86
956;45.616;0.01;2.83
957;-244.141;0.01;2.46
958;21.114;0.01;3.63
959;262.051;0.01;3.85
960;238.862;0.01;13.58
961;261.238;0.01;5.26
962;80.227;0.01;3.17
963;261.829;0.01;6.12
964;236.096;0.01;3.8
