Episode;Total Reward;Epsilon;Elapsed time [s]
223;-109.206;0.327;3.85
224;-19.143;0.325;1.86
225;-32.412;0.324;2.93
226;-23.556;0.322;0.84
227;-27.771;0.321;1.36
228;-25.805;0.319;0.91
229;-65.943;0.317;3.49
230;-80.826;0.316;4.83
231;27.54;0.314;0.95
232;-384.27;0.313;6.31
233;-138.495;0.311;3.16
234;-24.354;0.309;1.82
235;-109.799;0.308;9.35
236;1.28;0.306;0.92
237;-28.139;0.305;10.12
238;5.536;0.303;1.39
239;-84.531;0.302;0.74
240;-137.599;0.3;9.79
241;-112.178;0.299;7.31
242;-52.855;0.297;10.62
243;1.972;0.296;1.39
244;33.677;0.294;10.6
245;-7.206;0.293;0.74
246;-44.603;0.291;0.75
247;-65.71;0.29;10.41
248;20.495;0.288;1.25
249;-255.918;0.287;5.38
250;-155.505;0.286;1.82
251;-165.176;0.284;2.32
252;-121.77;0.283;5.74
253;-146.094;0.281;11.31
254;-308.564;0.28;10.11
255;-65.385;0.279;11.16
256;-286.656;0.277;9.86
257;-26.408;0.276;2.0
258;-51.745;0.274;2.01
259;-41.764;0.273;1.86
260;-17.127;0.272;4.09
261;26.173;0.27;11.9
262;-334.484;0.269;8.97
263;-44.596;0.268;11.58
264;-266.045;0.266;1.85
265;-84.633;0.265;12.27
266;-201.423;0.264;10.39
267;-61.324;0.262;12.66
268;-81.683;0.261;12.29
269;-146.108;0.26;11.3
270;9.134;0.258;13.06
271;-85.508;0.257;13.33
272;-63.04;0.256;13.47
273;57.625;0.255;13.91
274;14.305;0.253;1.36
275;-103.418;0.252;13.5
276;12.036;0.251;14.21
277;18.47;0.249;14.57
278;-37.307;0.248;1.09
279;-201.053;0.247;7.11
280;-376.702;0.246;12.53
281;-118.695;0.245;14.59
282;-49.168;0.243;2.54
283;-278.446;0.242;9.4
284;-78.118;0.241;15.36
285;-82.039;0.24;15.22
286;-41.924;0.238;1.23
287;-123.158;0.237;15.44
288;-177.988;0.236;16.34
289;-107.765;0.235;16.2
290;-123.726;0.234;16.71
291;-49.769;0.233;16.52
292;-62.266;0.231;1.36
293;-103.067;0.23;1.45
294;-188.476;0.229;8.46
295;-63.413;0.228;3.76
296;-203.292;0.227;5.43
297;-178.479;0.226;5.13
298;-67.976;0.225;1.03
299;-82.648;0.223;16.82
300;-73.249;0.222;1.54
301;-26.07;0.221;16.91
302;-245.21;0.22;11.21
303;-129.968;0.219;12.93
304;-11.531;0.218;1.71
305;23.4;0.217;1.45
306;-187.178;0.216;17.32
307;-29.606;0.215;1.85
308;11.755;0.214;1.12
309;-239.284;0.212;15.16
310;-161.166;0.211;17.99
311;-36.082;0.21;18.93
312;-102.918;0.209;2.41
313;-212.161;0.208;15.31
314;-28.4;0.207;1.06
315;-69.627;0.206;18.11
316;-1.217;0.205;1.38
317;-11.318;0.204;1.23
318;-24.846;0.203;1.51
319;-34.599;0.202;1.72
320;-258.556;0.201;14.32
321;-89.219;0.2;18.72
322;-193.58;0.199;3.38
323;-307.407;0.198;12.56
324;-50.75;0.197;19.7
325;-85.599;0.196;5.01
326;-69.58;0.195;19.74
327;-327.096;0.194;11.04
328;-71.387;0.193;19.68
329;64.402;0.192;1.62
330;-177.04;0.191;12.26
331;0.548;0.19;1.49
332;-262.656;0.189;16.51
333;-41.638;0.188;2.55
334;-27.684;0.187;19.3
335;-78.495;0.187;19.45
336;-78.103;0.186;19.74
337;-79.406;0.185;20.18
338;-75.285;0.184;19.91
339;-24.628;0.183;4.9
340;-51.486;0.182;1.99
341;-123.242;0.181;14.11
342;-88.223;0.18;20.3
343;-61.004;0.179;7.6
344;-331.671;0.178;20.01
345;-179.438;0.177;7.69
346;-17.142;0.177;1.96
347;-44.218;0.176;19.77
348;-55.491;0.175;20.43
349;-36.902;0.174;19.83
350;-85.231;0.173;19.83
351;-195.163;0.172;3.79
352;-14.573;0.171;4.14
353;16.612;0.17;2.43
354;-169.704;0.17;1.79
355;-25.584;0.169;20.08
356;-244.873;0.168;2.73
357;-74.685;0.167;21.01
358;-47.818;0.166;1.51
359;-9.95;0.165;21.33
360;-41.325;0.165;21.74
361;-270.196;0.164;14.82
362;-70.185;0.163;2.34
363;-17.062;0.162;20.95
364;-60.582;0.161;2.77
365;-21.394;0.16;20.86
366;-93.015;0.16;21.01
367;-12.343;0.159;2.48
368;-59.07;0.158;20.72
369;-160.032;0.157;5.79
370;-56.413;0.157;20.75
371;-163.678;0.156;2.09
372;-148.619;0.155;21.33
373;-29.854;0.154;2.13
374;-43.742;0.153;20.69
375;-38.157;0.153;2.46
376;-28.297;0.152;1.65
377;-98.701;0.151;2.09
378;-191.038;0.15;20.94
379;-29.644;0.15;1.72
380;-78.669;0.149;20.77
381;-39.099;0.148;21.08
382;-46.285;0.147;2.11
383;-44.495;0.147;21.26
384;-179.19;0.146;5.3
385;-181.262;0.145;5.28
386;-32.965;0.144;20.61
387;64.18;0.144;21.03
388;-80.884;0.143;21.06
389;-62.795;0.142;20.94
390;-60.026;0.142;21.4
391;-73.621;0.141;21.68
392;-29.801;0.14;20.61
393;-105.12;0.139;3.57
394;233.164;0.139;4.84
395;-48.255;0.138;20.89
396;-39.709;0.137;20.93
397;-14.822;0.137;2.58
398;215.094;0.136;19.4
399;-0.366;0.135;21.18
400;-40.373;0.135;21.44
401;-91.693;0.134;21.04
402;240.785;0.133;11.33
403;240.613;0.133;9.78
404;68.709;0.132;21.17
405;-116.714;0.131;4.39
406;-254.36;0.131;4.6
407;-47.617;0.13;20.82
408;106.822;0.129;17.59
409;-15.819;0.129;21.74
410;124.289;0.128;20.51
411;261.799;0.127;13.64
412;103.446;0.127;20.63
413;-186.736;0.126;3.01
414;-37.611;0.126;3.02
415;14.241;0.125;2.16
416;145.894;0.124;20.48
417;269.168;0.124;8.1
418;75.503;0.123;21.17
419;113.679;0.122;21.16
420;-89.769;0.122;3.81
421;-196.307;0.121;15.41
422;-57.116;0.121;21.04
423;176.666;0.12;7.54
424;-36.633;0.119;21.38
425;-72.678;0.119;1.75
426;-80.853;0.118;21.33
427;203.267;0.118;9.05
428;-57.531;0.117;2.78
429;279.192;0.116;5.43
430;-39.34;0.116;21.29
431;-133.031;0.115;7.22
432;127.017;0.115;20.91
433;-95.18;0.114;2.1
434;-84.742;0.114;2.66
435;-62.775;0.113;3.51
436;18.549;0.112;2.26
437;-62.624;0.112;21.62
438;-285.109;0.111;10.97
439;62.5;0.111;21.04
440;136.308;0.11;20.77
441;127.486;0.11;20.46
442;-41.551;0.109;1.74
443;-142.46;0.109;3.46
444;-109.48;0.108;2.7
445;-125.331;0.107;2.48
446;-47.931;0.107;20.92
447;-32.402;0.106;1.81
448;-280.217;0.106;3.96
449;-22.397;0.105;9.2
450;-155.562;0.105;16.95
451;-107.637;0.104;2.5
452;242.561;0.104;20.02
453;131.177;0.103;20.8
454;98.323;0.103;20.69
455;-173.995;0.102;2.29
456;-7.153;0.102;21.06
457;-137.714;0.101;1.79
458;-9.269;0.101;2.26
459;-93.663;0.1;2.69
460;67.277;0.1;21.41
461;-99.088;0.099;3.31
462;-95.738;0.099;1.75
463;-133.554;0.098;4.24
464;134.609;0.098;20.63
465;145.218;0.097;20.79
466;68.73;0.097;18.16
467;258.826;0.096;16.42
468;-77.755;0.096;3.31
469;-8.671;0.095;2.8
470;-129.477;0.095;3.56
471;132.189;0.094;20.68
472;-155.503;0.094;2.55
473;-115.097;0.093;2.58
474;148.109;0.093;20.85
475;-169.54;0.092;4.36
476;-36.73;0.092;21.27
477;-183.252;0.092;4.42
478;-116.867;0.091;2.81
479;-154.696;0.091;2.75
480;-183.346;0.09;6.11
481;-148.729;0.09;2.62
482;28.553;0.089;20.56
483;-150.93;0.089;3.37
484;-395.125;0.088;12.86
485;231.463;0.088;7.88
486;18.374;0.088;21.22
487;-121.287;0.087;21.51
488;-87.844;0.087;2.2
489;-62.101;0.086;1.51
490;-180.876;0.086;3.33
491;-121.803;0.085;3.2
492;-111.248;0.085;2.44
493;117.836;0.084;20.8
494;-64.357;0.084;2.02
495;-408.243;0.084;19.24
496;-94.306;0.083;3.41
497;223.137;0.083;10.62
498;-54.223;0.082;21.03
499;11.571;0.082;2.2
500;-33.475;0.082;3.3
501;216.991;0.081;19.49
502;7.801;0.081;21.18
503;-40.53;0.08;2.76
504;2.664;0.08;21.81
505;-86.342;0.08;4.92
506;-40.891;0.079;21.53
507;221.271;0.079;8.31
508;-111.225;0.078;2.69
509;145.798;0.078;17.18
510;-107.708;0.078;3.33
511;-76.927;0.077;3.57
512;-40.151;0.077;21.53
513;-171.086;0.076;12.43
514;-64.473;0.076;6.2
515;236.051;0.076;11.5
516;-36.56;0.075;2.33
517;-23.261;0.075;1.64
518;228.139;0.075;16.4
519;237.801;0.074;6.81
520;-31.921;0.074;21.45
521;234.163;0.073;4.26
522;-140.333;0.073;4.89
523;261.368;0.073;12.65
524;15.012;0.072;21.41
525;215.178;0.072;7.36
526;-24.331;0.072;1.86
527;-135.162;0.071;3.58
528;212.879;0.071;7.54
529;97.528;0.071;21.13
530;-79.463;0.07;5.03
531;-7.449;0.07;21.95
532;-148.949;0.069;11.23
533;2.895;0.069;21.51
534;-212.816;0.069;17.86
535;-29.564;0.068;21.57
536;-17.381;0.068;21.59
537;255.758;0.068;7.08
538;8.596;0.067;21.44
539;-4.965;0.067;20.7
540;-160.279;0.067;3.17
541;27.418;0.066;21.06
542;156.914;0.066;9.01
543;-167.178;0.066;18.43
544;137.122;0.065;20.49
545;229.856;0.065;14.74
546;-190.273;0.065;17.81
547;1.088;0.064;20.72
548;134.009;0.064;20.29
549;-140.276;0.064;15.86
550;-37.423;0.063;20.43
551;-41.359;0.063;6.03
552;-97.794;0.063;20.69
553;-98.491;0.063;20.84
554;-79.048;0.062;20.94
555;-50.995;0.062;20.73
556;-35.035;0.062;20.66
557;-77.656;0.061;21.0
558;-133.558;0.061;20.83
559;-88.427;0.061;20.46
560;-3.736;0.06;7.01
561;178.529;0.06;12.4
562;-39.422;0.06;20.43
563;-56.676;0.059;20.65
564;195.181;0.059;18.06
565;-4.536;0.059;20.35
566;242.528;0.059;4.78
567;-2.166;0.058;2.2
568;-68.859;0.058;21.0
569;-51.264;0.058;20.76
570;-207.113;0.057;17.33
571;191.08;0.057;13.15
572;-177.011;0.057;3.7
573;-96.16;0.057;20.99
574;-106.5;0.056;21.53
575;-89.006;0.056;21.39
576;-26.376;0.056;20.38
577;273.614;0.055;11.85
578;238.988;0.055;4.28
579;-14.105;0.055;20.9
580;-68.763;0.055;20.99
581;-42.192;0.054;20.87
582;-10.12;0.054;20.58
583;-10.352;0.054;20.45
584;-9.665;0.054;20.6
585;-4.603;0.053;21.06
586;-102.259;0.053;20.69
587;-36.67;0.053;20.46
588;-57.093;0.052;21.39
589;-33.194;0.052;20.65
590;-50.996;0.052;3.55
591;1.911;0.052;20.83
592;10.156;0.051;20.47
593;-42.864;0.051;20.36
594;-72.346;0.051;21.18
595;34.022;0.051;2.46
596;-10.143;0.05;20.67
597;-76.122;0.05;20.07
598;-46.695;0.05;20.09
599;-51.919;0.05;20.41
600;-10.106;0.049;20.5
601;-86.843;0.049;21.08
602;-38.116;0.049;20.23
603;-36.624;0.049;21.27
604;-20.527;0.048;20.51
605;-61.413;0.048;21.19
606;-73.788;0.048;20.55
607;-107.036;0.048;20.77
608;-48.692;0.047;20.37
609;-25.588;0.047;20.33
610;-55.421;0.047;20.66
611;-101.459;0.047;20.84
612;-18.434;0.047;20.62
613;-58.63;0.046;20.29
614;-80.31;0.046;20.39
615;-86.068;0.046;20.38
616;-42.831;0.046;20.88
617;-54.347;0.045;20.34
618;-52.782;0.045;20.54
619;-114.692;0.045;20.79
620;-26.078;0.045;20.46
621;-26.428;0.044;21.46
622;-52.67;0.044;20.62
623;9.015;0.044;20.93
624;86.822;0.044;20.8
625;-58.608;0.044;20.62
626;-55.009;0.043;20.51
627;-23.015;0.043;20.68
628;-49.363;0.043;21.03
629;-12.187;0.043;20.66
630;216.825;0.043;7.68
631;-43.931;0.042;20.73
632;-60.603;0.042;20.92
633;-17.287;0.042;20.77
634;169.377;0.042;15.77
635;-0.817;0.041;20.99
636;-22.76;0.041;21.23
637;-70.829;0.041;20.51
638;-42.646;0.041;20.92
639;238.304;0.041;3.56
640;254.722;0.04;3.28
641;-20.199;0.04;21.18
642;226.835;0.04;7.4
643;-47.764;0.04;20.51
644;182.841;0.04;13.11
645;257.667;0.039;4.31
646;-64.077;0.039;16.41
647;-17.169;0.039;20.91
648;45.076;0.039;20.9
649;-60.646;0.039;20.89
650;-44.374;0.038;20.75
651;5.565;0.038;5.44
652;-26.069;0.038;21.04
653;-54.921;0.038;20.8
654;-38.473;0.038;21.15
655;224.81;0.038;8.18
656;-83.841;0.037;20.95
657;261.671;0.037;5.68
658;-23.408;0.037;7.14
659;-63.613;0.037;20.57
660;285.379;0.037;5.78
661;238.789;0.036;3.87
662;235.731;0.036;6.87
663;-22.629;0.036;20.43
664;-104.012;0.036;20.58
665;-77.912;0.036;20.61
666;-71.573;0.035;20.45
667;309.321;0.035;6.05
668;213.813;0.035;9.97
669;196.233;0.035;9.62
670;258.567;0.035;5.69
671;190.324;0.035;16.64
672;254.705;0.034;3.24
673;242.701;0.034;9.87
674;-25.06;0.034;20.47
675;257.734;0.034;3.93
676;237.158;0.034;6.48
677;262.822;0.034;4.3
678;-9.145;0.033;3.01
679;-49.841;0.033;5.29
680;-93.366;0.033;6.17
681;48.798;0.033;2.48
682;218.522;0.033;4.25
683;175.815;0.033;18.43
684;191.677;0.032;8.94
685;201.983;0.032;7.7
686;-91.096;0.032;21.03
687;-18.624;0.032;20.89
688;-61.722;0.032;2.2
689;240.826;0.032;5.81
690;180.564;0.031;7.03
691;16.541;0.031;21.28
692;-102.94;0.031;20.53
693;230.119;0.031;4.86
694;-78.375;0.031;20.62
695;227.366;0.031;5.04
696;-31.332;0.031;2.53
697;-71.277;0.03;21.03
698;120.004;0.03;16.29
699;-74.036;0.03;21.19
700;155.808;0.03;16.27
701;225.465;0.03;12.84
702;232.564;0.03;9.52
703;-65.75;0.029;20.56
704;-86.372;0.029;21.34
705;-98.681;0.029;21.08
706;-44.6;0.029;6.89
707;-82.942;0.029;21.19
708;-80.523;0.029;21.19
709;236.629;0.029;6.19
710;249.441;0.028;3.55
711;214.046;0.028;6.89
712;240.71;0.028;10.74
713;260.171;0.028;7.18
714;-89.423;0.028;21.01
715;-40.067;0.028;1.92
716;275.152;0.028;3.67
717;205.331;0.027;6.85
718;-63.392;0.027;20.88
719;24.539;0.027;20.94
720;-64.122;0.027;21.16
721;221.413;0.027;8.67
722;288.13;0.027;9.1
723;165.209;0.027;14.74
724;-56.574;0.027;7.21
725;-69.383;0.026;21.06
726;179.387;0.026;6.84
727;-269.211;0.026;3.24
728;-84.924;0.026;20.8
729;-44.146;0.026;21.58
730;-67.42;0.026;20.74
731;-52.758;0.026;21.84
732;250.064;0.025;3.76
733;155.805;0.025;17.89
734;221.696;0.025;6.38
735;-61.396;0.025;20.57
736;-113.289;0.025;2.74
737;-46.973;0.025;20.9
738;268.617;0.025;4.43
739;-58.114;0.025;21.51
740;-142.667;0.024;2.94
741;-36.582;0.024;21.04
742;263.311;0.024;4.38
743;-83.053;0.024;20.84
744;-75.148;0.024;21.01
745;8.179;0.024;6.03
746;-51.958;0.024;21.17
747;-9.439;0.024;5.85
748;-60.313;0.024;20.85
749;-104.836;0.023;3.15
750;-66.33;0.023;20.81
751;-72.601;0.023;20.77
752;-77.794;0.023;20.78
753;260.684;0.023;5.27
754;-67.788;0.023;20.47
755;255.042;0.023;3.6
756;231.291;0.023;5.46
757;282.552;0.022;3.31
758;285.12;0.022;6.57
759;-48.27;0.022;20.83
760;-80.859;0.022;20.74
761;266.899;0.022;5.0
762;-50.382;0.022;21.18
763;-90.969;0.022;5.99
764;193.148;0.022;5.84
765;206.786;0.022;10.48
766;235.528;0.022;4.84
767;252.091;0.021;5.89
768;267.418;0.021;6.9
769;-63.497;0.021;20.99
770;166.107;0.021;9.28
771;260.501;0.021;3.67
772;-46.615;0.021;20.96
773;24.539;0.021;20.91
774;205.861;0.021;6.46
775;-53.973;0.021;21.3
776;-56.677;0.02;27.07
777;214.673;0.02;15.77
778;-82.694;0.02;21.1
779;-83.886;0.02;20.65
780;-62.126;0.02;20.88
781;-56.893;0.02;20.79
782;266.965;0.02;3.46
783;229.463;0.02;4.99
784;-47.96;0.02;21.01
785;183.163;0.02;9.23
786;-94.883;0.019;20.92
787;254.712;0.019;5.47
788;239.927;0.019;6.54
789;-5.033;0.019;2.51
790;-47.482;0.019;20.59
791;203.009;0.019;8.07
792;229.715;0.019;4.72
793;-71.784;0.019;20.85
794;-61.293;0.019;20.62
795;241.462;0.019;5.11
796;-63.88;0.019;20.68
797;-89.421;0.018;21.09
798;254.864;0.018;4.45
799;255.515;0.018;6.05
800;-48.378;0.018;21.07
801;269.417;0.018;4.1
802;-91.278;0.018;20.67
803;255.339;0.018;4.14
804;-82.545;0.018;20.86
805;184.814;0.018;6.09
806;216.747;0.018;4.52
807;-66.417;0.018;21.47
808;-3.238;0.017;3.08
809;-79.995;0.017;21.06
810;249.602;0.017;6.74
811;-161.968;0.017;9.96
812;249.555;0.017;6.42
813;274.348;0.017;3.84
814;-86.552;0.017;21.11
815;225.084;0.017;5.59
816;244.143;0.017;4.88
817;-70.767;0.017;20.54
818;-106.422;0.017;20.38
819;243.926;0.016;3.86
820;-77.778;0.016;20.72
821;218.031;0.016;7.65
822;281.16;0.016;7.93
823;-51.92;0.016;20.9
824;205.073;0.016;5.21
825;273.177;0.016;4.15
826;-76.596;0.016;21.24
827;-37.971;0.016;4.13
828;246.335;0.016;5.11
829;231.818;0.016;5.74
830;108.3;0.016;13.16
831;216.701;0.016;4.54
832;-48.493;0.015;20.73
833;-58.987;0.015;20.65
834;-94.816;0.015;20.56
835;227.226;0.015;5.41
836;260.249;0.015;4.98
837;160.873;0.015;11.27
838;150.125;0.015;14.98
839;-261.019;0.015;2.02
840;-50.251;0.015;20.72
841;222.557;0.015;5.2
842;-101.072;0.015;21.22
843;-103.969;0.015;2.91
844;-86.598;0.015;20.35
845;280.079;0.014;3.83
846;-86.568;0.014;20.61
847;-82.289;0.014;20.47
848;225.156;0.014;12.12
849;-83.344;0.014;1.4
850;-64.03;0.014;20.67
851;-59.517;0.014;20.52
852;246.367;0.014;5.23
853;218.871;0.014;9.03
854;253.043;0.014;3.97
855;-129.521;0.014;4.51
856;230.544;0.014;5.97
857;224.396;0.014;5.38
858;-73.488;0.014;20.26
859;223.871;0.013;7.03
860;125.662;0.013;20.2
861;-111.131;0.013;1.59
862;-53.844;0.013;3.11
863;-84.774;0.013;3.81
864;-102.524;0.013;2.07
865;-77.983;0.013;20.68
866;-70.95;0.013;1.64
867;-68.966;0.013;20.76
868;-76.898;0.013;20.86
869;-83.322;0.013;20.67
870;-97.995;0.013;2.19
871;239.494;0.013;4.71
872;-118.413;0.013;1.91
873;-31.683;0.013;2.99
874;249.916;0.013;6.47
875;249.675;0.012;6.11
876;-46.644;0.012;20.24
877;-71.428;0.012;20.2
878;269.591;0.012;3.87
879;242.679;0.012;11.0
880;-85.887;0.012;21.05
881;-49.263;0.012;20.89
882;242.268;0.012;4.82
883;-56.158;0.012;20.85
884;-115.462;0.012;21.26
885;232.692;0.012;6.51
886;266.725;0.012;3.47
887;-22.06;0.012;20.41
888;-88.845;0.012;21.25
889;220.346;0.012;3.55
890;267.525;0.012;4.74
891;-65.941;0.011;21.51
892;259.48;0.011;3.93
893;-76.847;0.011;21.53
894;-49.951;0.011;21.24
895;258.43;0.011;4.17
896;-51.636;0.011;21.26
897;253.124;0.011;5.48
898;282.929;0.011;3.51
899;20.18;0.011;3.76
900;-62.477;0.011;20.86
901;196.239;0.011;11.43
902;243.959;0.011;5.32
903;284.872;0.011;5.48
904;-50.053;0.011;21.42
905;266.45;0.011;4.19
906;-82.108;0.011;27.24
907;254.549;0.011;5.35
908;262.677;0.011;4.49
909;251.274;0.01;4.18
910;248.368;0.01;7.41
911;-61.142;0.01;20.56
912;-26.109;0.01;20.65
913;-33.802;0.01;20.63
914;255.607;0.01;3.97
915;284.555;0.01;4.54
916;310.436;0.01;6.47
917;261.607;0.01;6.87
918;-45.788;0.01;20.73
919;266.277;0.01;4.2
920;-65.36;0.01;21.21
921;-32.447;0.01;11.11
922;-46.178;0.01;20.75
923;-78.303;0.01;20.8
924;193.205;0.01;12.15
925;217.396;0.01;4.39
926;35.304;0.01;20.57
927;135.647;0.01;18.82
928;-53.353;0.01;21.38
929;236.819;0.01;9.8
930;251.748;0.01;8.12
931;-42.401;0.01;5.06
932;-48.436;0.01;20.56
933;269.357;0.01;5.01
934;-33.253;0.01;20.76
935;-22.132;0.01;21.17
936;229.154;0.01;6.86
937;227.392;0.01;4.69
938;-53.82;0.01;21.86
939;121.267;0.01;20.22
940;-28.576;0.01;20.81
941;221.222;0.01;4.1
942;-59.385;0.01;20.82
943;172.368;0.01;16.05
944;-54.5;0.01;16.0
945;225.279;0.01;4.21
946;172.395;0.01;20.2
947;241.31;0.01;5.45
