Episode;Total Reward;Epsilon;Elapsed time [s]
210;-65.223;0.349;6.15
211;34.532;0.347;1.09
212;-95.679;0.346;9.78
213;-349.679;0.344;9.79
214;-357.149;0.342;7.01
215;-78.517;0.34;9.83
216;-41.503;0.339;1.26
217;-77.752;0.337;1.89
218;-150.082;0.335;7.59
219;-280.366;0.334;1.76
220;-100.582;0.332;5.78
221;-131.217;0.33;8.2
222;-38.874;0.329;9.48
223;-24.052;0.327;10.52
224;-84.083;0.325;2.19
225;-74.74;0.324;11.23
226;-36.627;0.322;12.13
227;-155.135;0.321;3.81
228;-250.456;0.319;4.55
229;-90.879;0.317;11.47
230;-14.388;0.316;11.01
231;-114.787;0.314;7.91
232;-103.941;0.313;11.81
233;-36.067;0.311;11.01
234;-82.204;0.309;12.28
235;-189.363;0.308;7.31
236;-48.004;0.306;3.63
237;-73.608;0.305;14.32
238;-15.815;0.303;12.76
239;-504.393;0.302;10.56
240;-54.576;0.3;13.05
241;-130.334;0.299;6.81
242;-234.926;0.297;8.02
243;-92.274;0.296;13.49
244;-41.752;0.294;13.25
245;-259.699;0.293;10.05
246;-11.953;0.291;13.55
247;-169.437;0.29;17.26
248;-86.252;0.288;15.67
249;-54.447;0.287;15.33
250;-45.932;0.286;17.65
251;-321.134;0.284;17.82
252;-293.736;0.283;10.43
253;-63.714;0.281;14.82
254;-114.795;0.28;3.15
255;-126.08;0.279;2.44
256;-47.801;0.277;1.06
257;-90.859;0.276;13.79
258;-41.515;0.274;14.63
259;-85.052;0.273;14.51
260;-238.76;0.272;14.48
261;-250.208;0.27;11.61
262;-387.426;0.269;14.9
263;-290.994;0.268;12.21
264;-178.599;0.266;11.15
265;-59.605;0.265;3.24
266;-118.792;0.264;3.92
267;-72.173;0.262;15.87
268;-149.878;0.261;12.33
269;-233.4;0.26;5.08
270;-105.573;0.258;5.95
271;-143.319;0.257;7.93
272;-122.571;0.256;5.11
273;-30.423;0.255;17.67
274;-92.288;0.253;16.62
275;-14.1;0.252;16.54
276;-43.612;0.251;16.45
277;-51.933;0.249;20.05
278;-104.188;0.248;8.04
279;-112.03;0.247;16.16
280;-130.573;0.246;6.47
281;-84.587;0.245;4.86
282;-94.841;0.243;18.46
283;-35.767;0.242;19.07
284;-100.271;0.241;17.66
285;-51.208;0.24;18.6
286;-54.544;0.238;19.22
287;-183.606;0.237;9.37
288;-78.747;0.236;20.57
289;-86.165;0.235;17.57
290;-82.1;0.234;18.31
291;-138.198;0.233;4.13
292;-100.042;0.231;18.34
293;-88.034;0.23;18.65
294;-84.888;0.229;19.15
295;-95.143;0.228;20.75
296;-50.218;0.227;18.02
297;-45.507;0.226;18.12
298;-119.308;0.225;10.42
299;-67.19;0.223;18.75
300;-41.843;0.222;18.51
301;2.7;0.221;17.95
302;-83.396;0.22;18.34
303;-70.989;0.219;17.6
304;-222.314;0.218;15.67
305;-47.39;0.217;18.61
306;-109.742;0.216;6.3
307;30.918;0.215;18.06
308;1.366;0.214;17.93
309;-58.235;0.212;18.45
310;-103.623;0.211;18.08
311;-57.659;0.21;18.01
312;-111.031;0.209;18.02
313;-66.11;0.208;17.9
314;-106.58;0.207;18.2
315;-11.251;0.206;17.95
316;-99.904;0.205;17.64
317;-47.475;0.204;17.53
318;-40.001;0.203;18.04
319;-144.122;0.202;17.79
320;-101.287;0.201;17.88
321;-60.622;0.2;17.66
322;-185.788;0.199;17.69
323;-151.937;0.198;1.14
324;-85.504;0.197;17.33
325;-184.664;0.196;17.9
326;-56.029;0.195;18.21
327;-107.814;0.194;18.58
328;-38.578;0.193;19.05
329;-74.533;0.192;18.49
330;-144.202;0.191;1.45
331;-85.244;0.19;1.12
332;-107.412;0.189;19.45
333;-100.494;0.188;18.16
334;5.671;0.187;18.65
335;52.442;0.187;19.35
336;-74.141;0.186;19.25
337;-74.418;0.185;17.89
338;-85.691;0.184;16.62
339;-91.634;0.183;17.45
340;-127.657;0.182;17.83
341;4.142;0.181;1.44
342;-89.09;0.18;18.4
343;-124.784;0.179;18.12
344;-35.911;0.178;18.13
345;-75.488;0.177;18.17
346;-146.218;0.177;18.53
347;-62.316;0.176;2.0
348;-21.773;0.175;1.26
349;-122.093;0.174;20.1
350;-20.363;0.173;1.74
351;-10.768;0.172;18.78
352;-59.664;0.171;18.64
353;-76.823;0.17;17.43
354;-53.944;0.17;18.49
355;-90.945;0.169;17.39
356;-110.742;0.168;2.45
357;-42.869;0.167;17.51
358;-144.635;0.166;2.26
359;-51.755;0.165;18.58
360;11.527;0.165;1.24
361;-42.611;0.164;4.62
362;-67.948;0.163;18.13
363;-58.434;0.162;2.82
364;-24.655;0.161;17.64
365;-153.142;0.16;3.0
366;-54.539;0.16;18.25
367;-37.465;0.159;17.27
368;-202.928;0.158;1.16
369;-79.248;0.157;17.69
370;-30.009;0.157;18.19
371;-103.015;0.156;17.89
372;36.949;0.155;1.58
373;-8.846;0.154;17.76
374;-200.186;0.153;1.71
375;-76.343;0.153;17.4
376;-70.306;0.152;18.19
377;-46.198;0.151;18.06
378;-61.737;0.15;17.78
379;-183.212;0.15;6.32
380;-44.039;0.149;18.47
381;-63.709;0.148;3.53
382;-142.692;0.147;4.53
383;-77.438;0.147;17.54
384;-65.391;0.146;3.16
385;-141.731;0.145;3.94
386;-151.607;0.144;1.52
387;-122.734;0.144;4.55
388;23.549;0.143;18.2
389;-41.85;0.142;11.63
390;-47.263;0.142;17.25
391;-66.221;0.141;18.12
392;-76.2;0.14;12.25
393;-7.231;0.139;17.82
394;-86.516;0.139;18.9
395;12.009;0.138;18.2
396;-1.397;0.137;18.53
397;-60.341;0.137;19.63
398;-48.573;0.136;18.46
399;-40.632;0.135;21.97
400;-37.09;0.135;22.18
401;-75.955;0.134;23.65
402;-20.141;0.133;24.34
403;-1.703;0.133;24.08
404;14.806;0.132;23.51
405;-6.494;0.131;26.07
406;-38.301;0.131;25.26
407;264.003;0.13;13.69
408;-58.878;0.129;4.13
409;19.405;0.129;25.96
410;-47.557;0.128;23.24
411;-110.869;0.127;14.84
412;-59.76;0.127;22.65
413;-75.127;0.126;22.85
414;-73.215;0.126;4.99
415;-59.956;0.125;22.5
416;-26.645;0.124;22.14
417;-16.741;0.124;22.68
418;-36.112;0.123;22.31
419;-33.504;0.122;22.98
420;-8.956;0.122;22.34
421;-73.988;0.121;21.64
422;-54.918;0.121;22.51
423;-34.647;0.12;1.71
424;-103.074;0.119;22.72
425;-12.899;0.119;22.97
426;-133.265;0.118;19.85
427;152.986;0.118;18.98
428;34.684;0.117;20.61
429;-46.53;0.116;24.69
430;-4.96;0.116;20.93
431;-75.58;0.115;19.9
432;-33.34;0.115;20.04
433;-159.313;0.114;19.12
434;-109.424;0.114;20.27
435;-72.692;0.113;19.66
436;-113.586;0.112;22.19
437;9.167;0.112;20.71
438;223.881;0.111;19.38
439;-42.523;0.111;19.72
440;38.262;0.11;20.46
441;-87.4;0.11;20.5
442;295.45;0.109;4.04
443;-64.511;0.109;20.39
444;-6.194;0.108;20.12
445;-54.543;0.107;18.26
446;-85.416;0.107;18.79
447;-107.173;0.106;18.59
448;-20.105;0.106;18.63
449;-94.661;0.105;19.39
450;-34.674;0.105;21.11
451;-38.868;0.104;19.5
452;103.534;0.104;15.98
453;16.631;0.103;21.06
454;217.188;0.103;14.07
455;-385.852;0.102;14.81
456;-85.792;0.102;18.98
457;164.182;0.101;12.91
458;-427.388;0.101;12.49
459;-61.512;0.1;19.07
460;13.267;0.1;19.12
461;-39.31;0.099;18.85
462;-38.115;0.099;18.84
463;-23.142;0.098;20.34
464;210.712;0.098;9.29
465;-74.323;0.097;22.21
466;171.722;0.097;16.39
467;-70.955;0.096;19.68
468;249.719;0.096;10.73
469;-37.06;0.095;20.08
470;-56.173;0.095;20.6
471;-56.031;0.094;22.92
472;-91.442;0.094;11.28
473;255.712;0.093;10.59
474;195.649;0.093;19.21
475;-259.422;0.092;20.88
476;204.336;0.092;13.3
477;178.686;0.092;18.6
478;26.206;0.091;21.27
479;-36.977;0.091;23.66
480;66.386;0.09;23.39
481;-68.604;0.09;22.07
482;-79.869;0.089;24.34
483;-76.572;0.089;24.83
484;-59.173;0.088;4.97
485;-89.303;0.088;23.03
486;-64.634;0.088;19.53
487;-44.255;0.087;18.96
488;179.994;0.087;15.06
489;-8.226;0.086;1.9
490;-27.049;0.086;20.02
491;147.754;0.085;18.1
492;-81.416;0.085;22.29
493;-83.109;0.084;21.18
494;-38.137;0.084;20.64
495;-69.011;0.084;20.68
496;222.428;0.083;8.81
497;212.187;0.083;13.2
498;187.294;0.082;10.52
499;100.13;0.082;22.44
500;32.105;0.082;21.38
501;-62.57;0.081;20.4
502;110.166;0.081;20.28
503;230.092;0.08;13.8
504;-64.56;0.08;21.73
505;-50.163;0.08;19.85
506;-59.741;0.079;20.92
507;-52.039;0.079;21.95
508;-43.375;0.078;21.06
509;135.514;0.078;18.66
510;192.047;0.078;8.88
511;236.483;0.077;6.71
512;-284.442;0.077;12.87
513;-73.262;0.076;19.01
514;107.106;0.076;19.12
515;-39.921;0.076;19.57
516;-75.642;0.075;9.66
517;260.569;0.075;7.15
518;-27.909;0.075;18.62
519;-63.915;0.074;19.32
520;181.472;0.074;17.27
521;-67.943;0.073;19.25
522;261.62;0.073;7.29
523;226.532;0.073;10.92
524;-36.734;0.072;21.52
525;247.225;0.072;12.67
526;-2.171;0.072;20.22
527;-32.659;0.071;19.0
528;207.639;0.071;11.33
529;-276.205;0.071;8.33
530;-74.96;0.07;18.66
531;154.426;0.07;12.04
532;163.85;0.069;15.82
533;-52.563;0.069;17.98
534;48.987;0.069;17.5
535;203.359;0.068;12.07
536;-90.456;0.068;12.3
537;-44.886;0.068;17.81
538;216.93;0.067;9.73
539;-52.916;0.067;18.1
540;-307.949;0.067;14.41
541;239.133;0.066;9.76
542;-40.438;0.066;20.42
543;200.107;0.066;15.16
544;212.246;0.065;9.57
545;-240.708;0.065;12.58
546;252.622;0.065;8.42
547;216.709;0.064;11.48
548;169.355;0.064;14.96
549;232.3;0.064;6.07
550;259.938;0.063;7.73
551;262.558;0.063;5.51
552;-249.28;0.063;11.57
553;249.459;0.063;6.83
554;237.298;0.062;7.15
555;262.436;0.062;5.43
556;246.598;0.062;9.31
557;75.222;0.061;19.64
558;285.207;0.061;5.79
559;241.419;0.061;7.36
560;226.636;0.06;11.07
561;243.05;0.06;8.02
562;212.264;0.06;6.46
563;233.341;0.059;7.27
564;34.62;0.059;19.81
565;-66.593;0.059;19.63
566;266.293;0.059;16.67
567;233.837;0.058;8.85
568;2.79;0.058;4.11
569;-330.366;0.058;18.7
570;266.206;0.057;8.02
571;-280.674;0.057;16.46
572;229.361;0.057;6.48
573;214.231;0.057;15.28
574;221.027;0.056;7.38
575;238.285;0.056;6.03
576;243.294;0.056;7.17
577;227.358;0.055;8.57
578;215.763;0.055;9.16
579;141.947;0.055;14.39
580;232.588;0.055;7.81
581;-9.31;0.054;21.86
582;-17.956;0.054;22.25
583;145.632;0.054;16.54
584;196.238;0.054;9.75
585;215.192;0.053;9.47
586;218.966;0.053;7.65
587;192.038;0.053;4.96
588;292.828;0.052;6.29
589;239.802;0.052;11.33
590;278.281;0.052;8.61
591;195.515;0.052;13.36
592;270.736;0.051;5.28
593;141.875;0.051;20.42
594;242.031;0.051;8.56
595;247.525;0.051;8.4
596;214.888;0.05;6.68
597;254.196;0.05;5.4
598;264.35;0.05;5.39
599;-40.877;0.05;1.9
600;-80.697;0.049;5.99
601;266.704;0.049;7.99
602;285.617;0.049;4.36
603;224.836;0.049;13.34
604;204.673;0.048;14.26
605;264.414;0.048;5.01
606;-50.386;0.048;9.62
607;268.72;0.048;5.32
608;-445.853;0.047;7.06
609;251.958;0.047;8.7
610;211.284;0.047;8.55
611;247.602;0.047;6.99
612;226.859;0.047;16.21
613;259.171;0.046;6.15
614;226.707;0.046;10.62
615;124.364;0.046;20.54
616;297.876;0.046;10.12
617;219.552;0.045;10.81
618;255.264;0.045;6.0
619;235.674;0.045;5.68
620;272.765;0.045;12.96
621;92.734;0.044;21.78
622;249.008;0.044;14.78
623;262.318;0.044;6.32
624;224.83;0.044;9.45
625;255.237;0.044;7.81
626;228.648;0.043;7.17
627;249.862;0.043;4.19
628;282.676;0.043;4.66
629;270.842;0.043;9.24
630;241.959;0.043;4.94
631;272.653;0.042;3.91
632;208.047;0.042;15.31
633;259.706;0.042;19.04
634;249.284;0.042;7.05
635;-36.629;0.041;13.29
636;-219.283;0.041;1.84
637;289.232;0.041;4.85
638;-22.64;0.041;17.91
639;289.946;0.041;3.46
640;-216.631;0.04;1.45
641;272.607;0.04;5.22
642;272.931;0.04;4.53
643;239.546;0.04;5.91
644;238.811;0.04;5.59
645;278.745;0.039;5.82
646;253.387;0.039;7.45
647;259.558;0.039;4.15
648;251.858;0.039;5.21
649;252.462;0.039;4.91
650;218.889;0.038;12.86
651;294.099;0.038;7.61
652;200.566;0.038;10.0
653;231.521;0.038;6.95
654;265.14;0.038;5.59
655;267.701;0.038;15.18
656;184.458;0.037;17.09
657;276.202;0.037;8.02
658;228.211;0.037;9.17
659;285.169;0.037;6.02
660;272.708;0.037;7.54
661;292.038;0.036;7.1
662;-135.31;0.036;18.39
663;229.264;0.036;6.92
664;269.359;0.036;5.12
665;244.94;0.036;8.01
666;227.652;0.035;10.76
667;261.23;0.035;5.63
668;-10.577;0.035;2.29
669;-97.052;0.035;12.95
670;234.267;0.035;5.27
671;188.262;0.035;6.48
672;26.73;0.034;1.84
673;182.3;0.034;11.77
674;259.305;0.034;11.9
675;281.143;0.034;4.89
676;128.58;0.034;18.61
677;248.245;0.034;7.07
678;260.774;0.033;7.69
679;229.919;0.033;7.01
680;119.193;0.033;21.93
681;259.305;0.033;15.61
682;264.496;0.033;6.64
683;269.607;0.033;5.68
684;250.005;0.032;6.05
685;258.006;0.032;5.39
686;258.014;0.032;6.39
687;260.863;0.032;5.97
688;166.066;0.032;16.24
689;290.928;0.032;5.85
690;279.693;0.031;6.3
691;180.89;0.031;9.24
692;287.734;0.031;8.0
693;277.904;0.031;6.27
694;168.474;0.031;21.78
695;298.732;0.031;5.26
696;10.28;0.031;8.97
697;256.992;0.03;5.25
698;230.362;0.03;6.19
699;248.266;0.03;7.7
700;-70.254;0.03;8.69
701;260.119;0.03;5.5
702;-100.509;0.03;14.05
703;24.204;0.029;6.24
704;246.693;0.029;7.47
705;233.413;0.029;10.32
706;284.725;0.029;6.82
707;247.809;0.029;4.67
708;236.797;0.029;5.1
709;284.493;0.029;6.16
710;244.525;0.028;5.94
711;243.053;0.028;4.65
712;213.393;0.028;9.21
713;266.836;0.028;5.28
714;229.695;0.028;16.4
715;281.554;0.028;5.42
716;296.814;0.028;9.62
717;219.797;0.027;17.42
718;315.803;0.027;5.59
719;275.922;0.027;5.65
720;238.236;0.027;12.43
721;271.465;0.027;6.47
722;254.866;0.027;7.71
723;248.715;0.027;5.37
724;252.436;0.027;5.87
725;303.156;0.026;4.99
726;276.693;0.026;8.13
727;258.913;0.026;5.59
728;263.417;0.026;6.56
729;275.63;0.026;16.03
730;254.748;0.026;6.71
731;264.379;0.026;4.73
732;296.851;0.025;7.22
733;5.898;0.025;2.84
734;276.851;0.025;6.59
735;318.512;0.025;5.65
736;225.51;0.025;8.0
737;220.535;0.025;11.13
738;104.47;0.025;18.97
739;267.424;0.025;7.45
740;270.453;0.024;3.95
741;246.119;0.024;5.73
742;235.192;0.024;9.69
743;265.083;0.024;5.59
744;256.031;0.024;5.59
745;288.24;0.024;4.51
746;-1.078;0.024;2.7
747;288.31;0.024;6.47
748;297.395;0.024;5.38
749;309.965;0.023;6.18
750;223.686;0.023;13.73
751;263.256;0.023;6.09
752;270.846;0.023;6.82
753;285.081;0.023;4.55
754;240.71;0.023;6.69
755;205.246;0.023;8.62
756;207.895;0.023;13.12
757;250.421;0.022;4.63
758;249.745;0.022;5.51
759;304.73;0.022;4.86
760;264.661;0.022;5.1
761;24.341;0.022;5.5
762;224.216;0.022;9.48
763;281.2;0.022;4.66
764;233.101;0.022;19.62
765;293.446;0.022;5.29
766;266.379;0.022;5.19
767;279.085;0.021;5.68
768;285.766;0.021;5.22
769;288.776;0.021;4.16
770;221.357;0.021;11.63
771;296.115;0.021;5.26
772;278.351;0.021;7.26
773;268.36;0.021;6.62
774;240.042;0.021;5.4
775;278.728;0.021;5.27
776;249.125;0.02;9.18
777;279.728;0.02;4.79
778;299.291;0.02;6.05
779;272.649;0.02;12.18
780;271.239;0.02;10.56
781;272.152;0.02;5.46
782;269.075;0.02;13.44
783;219.926;0.02;5.53
784;233.824;0.02;4.83
785;291.619;0.02;4.51
786;241.297;0.019;4.89
787;270.078;0.019;4.09
788;261.226;0.019;6.25
789;277.237;0.019;5.12
790;136.806;0.019;23.55
791;285.165;0.019;7.52
792;198.895;0.019;14.82
793;306.76;0.019;5.02
794;307.967;0.019;5.25
795;-58.943;0.019;8.58
796;256.63;0.019;4.7
797;251.046;0.018;5.44
798;273.1;0.018;5.56
799;276.15;0.018;5.09
800;280.53;0.018;6.52
801;230.777;0.018;5.46
802;233.021;0.018;5.75
803;250.796;0.018;4.85
804;290.132;0.018;4.75
805;284.066;0.018;9.18
806;271.608;0.018;7.29
807;276.964;0.018;7.67
808;233.257;0.017;6.05
809;268.537;0.017;6.88
810;283.823;0.017;5.98
811;252.193;0.017;5.34
812;250.256;0.017;7.45
813;-13.724;0.017;7.91
814;253.714;0.017;3.98
815;270.324;0.017;4.7
816;241.005;0.017;4.33
817;294.407;0.017;3.61
818;223.604;0.017;6.05
819;266.882;0.016;4.04
820;283.322;0.016;4.44
821;304.242;0.016;3.95
822;251.102;0.016;3.24
823;260.509;0.016;5.43
824;300.943;0.016;3.76
825;-111.466;0.016;2.17
826;269.765;0.016;4.18
827;257.883;0.016;3.26
828;225.459;0.016;8.83
829;247.375;0.016;3.48
830;281.377;0.016;3.83
831;243.974;0.016;3.99
832;36.882;0.015;3.77
833;281.604;0.015;3.67
834;259.936;0.015;4.17
835;-26.073;0.015;20.5
836;280.396;0.015;4.67
837;257.907;0.015;4.48
838;230.315;0.015;4.76
839;254.543;0.015;4.42
840;282.632;0.015;4.62
841;254.88;0.015;4.63
842;277.995;0.015;4.19
843;-92.376;0.015;7.64
844;292.949;0.015;3.66
845;298.019;0.014;3.63
846;247.711;0.014;3.57
847;255.754;0.014;4.18
848;265.593;0.014;10.04
849;234.159;0.014;10.21
850;281.808;0.014;4.64
851;262.887;0.014;4.24
852;304.794;0.014;3.76
853;268.332;0.014;3.57
854;257.58;0.014;3.93
855;56.395;0.014;3.22
856;281.359;0.014;5.01
857;275.218;0.014;3.91
858;-91.674;0.014;19.2
859;307.817;0.013;5.26
860;277.869;0.013;10.86
861;291.914;0.013;5.7
862;236.493;0.013;13.14
863;272.987;0.013;3.81
864;266.175;0.013;5.23
865;264.295;0.013;6.39
866;250.432;0.013;3.31
867;257.419;0.013;3.24
868;216.547;0.013;5.19
869;235.051;0.013;3.01
870;261.373;0.013;6.02
871;283.411;0.013;3.74
872;286.031;0.013;5.51
873;232.146;0.013;4.01
874;293.042;0.013;3.91
875;270.371;0.012;3.63
876;250.581;0.012;6.05
877;241.137;0.012;3.45
878;259.179;0.012;10.23
879;243.795;0.012;6.62
880;260.38;0.012;4.68
881;248.641;0.012;4.32
882;246.351;0.012;4.14
883;280.477;0.012;4.43
884;-93.719;0.012;4.2
885;273.152;0.012;3.55
886;233.464;0.012;7.13
887;280.422;0.012;4.07
888;246.249;0.012;5.92
889;277.275;0.012;4.4
890;263.26;0.012;4.0
891;224.132;0.011;10.5
892;-223.219;0.011;4.94
893;281.527;0.011;4.31
894;3.065;0.011;4.13
895;289.991;0.011;4.03
896;211.627;0.011;6.99
897;306.598;0.011;4.02
898;263.877;0.011;3.47
899;245.716;0.011;9.78
900;237.286;0.011;3.97
901;216.401;0.011;9.44
902;253.237;0.011;4.34
903;273.698;0.011;11.49
904;11.947;0.011;4.83
905;240.741;0.011;3.89
906;243.476;0.011;4.28
907;272.801;0.011;4.22
908;218.987;0.011;7.0
909;207.175;0.01;4.75
910;275.915;0.01;7.26
911;311.646;0.01;3.55
912;299.322;0.01;4.88
913;310.641;0.01;4.8
914;198.292;0.01;9.17
915;246.892;0.01;7.89
916;302.469;0.01;4.88
917;279.383;0.01;3.91
918;-28.876;0.01;3.16
919;247.818;0.01;3.84
920;279.371;0.01;6.5
921;264.859;0.01;4.42
922;183.281;0.01;7.74
923;228.114;0.01;6.54
924;262.47;0.01;4.49
925;272.767;0.01;5.15
926;245.683;0.01;5.21
927;266.124;0.01;5.67
928;199.117;0.01;7.7
929;276.887;0.01;9.86
930;213.503;0.01;5.12
931;224.322;0.01;10.28
932;255.127;0.01;3.46
933;167.934;0.01;7.48
934;251.406;0.01;4.95
935;276.42;0.01;4.69
936;225.88;0.01;8.56
937;282.101;0.01;5.79
938;-63.223;0.01;6.09
939;285.352;0.01;3.74
940;230.59;0.01;4.77
941;205.249;0.01;4.82
942;211.758;0.01;4.99
943;261.564;0.01;3.85
944;-35.326;0.01;3.54
945;258.978;0.01;4.67
946;-108.432;0.01;20.15
947;294.003;0.01;4.04
948;263.987;0.01;5.41
949;275.692;0.01;4.39
950;-2.044;0.01;5.91
951;215.553;0.01;9.06
952;262.59;0.01;5.31
953;229.129;0.01;4.97
954;302.095;0.01;4.54
955;-2.77;0.01;3.22
956;251.998;0.01;3.73
957;291.374;0.01;4.5
958;254.433;0.01;9.17
959;264.029;0.01;4.12
